date,ticker,event_ticker,bucket,threshold,threshold_low,threshold_high,direction,strike_type,market_prob,actual_outcome,actual_tmax,result,settlement_value,volume,bid_price,ask_price
2023-01-01,HIGHNY-23JAN01-T50,HIGHNY-23JAN01,Below 50F,50.0,,50.0,below,less,0.0,0,55.04,no,0,0,0.0,0.01
2023-01-01,HIGHNY-23JAN01-B50.5,HIGHNY-23JAN01,50-52F,50.0,50.0,52.0,between,between,0.03,0,55.04,no,0,372,0.0,0.01
2023-01-01,HIGHNY-23JAN01-B52.5,HIGHNY-23JAN01,52-54F,52.0,52.0,54.0,between,between,0.01,0,55.04,no,0,1624,0.0,0.01
2023-01-01,HIGHNY-23JAN01-B54.5,HIGHNY-23JAN01,54-56F,54.0,54.0,56.0,between,between,0.99,1,55.04,yes,100,2444,0.9,1.0
2023-01-01,HIGHNY-23JAN01-B56.5,HIGHNY-23JAN01,56-58F,56.0,56.0,58.0,between,between,0.01,0,55.04,no,0,868,0.0,0.1
2023-01-01,HIGHNY-23JAN01-T57,HIGHNY-23JAN01,Above 57F,57.0,57.0,,above,greater,0.07,0,55.04,no,0,1669,0.0,0.01
2023-01-02,HIGHNY-23JAN02-T50,HIGHNY-23JAN02,Below 50F,50.0,,50.0,below,less,0.0,0,55.94,no,0,0,0.0,0.01
2023-01-02,HIGHNY-23JAN02-B50.5,HIGHNY-23JAN02,50-52F,50.0,50.0,52.0,between,between,0.01,0,55.94,no,0,178,0.0,0.01
2023-01-02,HIGHNY-23JAN02-B52.5,HIGHNY-23JAN02,52-54F,52.0,52.0,54.0,between,between,0.01,0,55.94,no,0,1847,0.0,0.01
2023-01-02,HIGHNY-23JAN02-B54.5,HIGHNY-23JAN02,54-56F,54.0,54.0,56.0,between,between,0.01,0,55.94,no,0,2162,0.0,0.01
2023-01-02,HIGHNY-23JAN02-B56.5,HIGHNY-23JAN02,56-58F,56.0,56.0,58.0,between,between,0.99,1,55.94,yes,100,2803,0.99,1.0
2023-01-02,HIGHNY-23JAN02-T57,HIGHNY-23JAN02,Above 57F,57.0,57.0,,above,greater,0.01,0,55.94,no,0,5304,0.0,0.08
2023-01-03,HIGHNY-23JAN03-T53,HIGHNY-23JAN03,Below 53F,53.0,,53.0,below,less,0.01,0,57.92,no,0,627,0.0,0.01
2023-01-03,HIGHNY-23JAN03-B53.5,HIGHNY-23JAN03,53-55F,53.0,53.0,55.0,between,between,0.01,0,57.92,no,0,2219,0.0,0.01
2023-01-03,HIGHNY-23JAN03-B55.5,HIGHNY-23JAN03,55-57F,55.0,55.0,57.0,between,between,0.01,0,57.92,no,0,5248,0.0,0.01
2023-01-03,HIGHNY-23JAN03-B57.5,HIGHNY-23JAN03,57-59F,57.0,57.0,59.0,between,between,0.95,1,57.92,yes,100,1816,0.84,1.0
2023-01-03,HIGHNY-23JAN03-B59.5,HIGHNY-23JAN03,59-61F,59.0,59.0,61.0,between,between,0.02,0,57.92,no,0,3084,0.0,0.14
2023-01-03,HIGHNY-23JAN03-T60,HIGHNY-23JAN03,Above 60F,60.0,60.0,,above,greater,0.02,0,57.92,no,0,1879,0.0,0.01
2023-01-04,HIGHNY-23JAN04-T56,HIGHNY-23JAN04,Below 56F,56.0,,56.0,below,less,0.0,0,66.02,no,0,0,0.0,0.01
2023-01-04,HIGHNY-23JAN04-B56.5,HIGHNY-23JAN04,56-58F,56.0,56.0,58.0,between,between,0.0,0,66.02,no,0,0,0.0,0.01
2023-01-04,HIGHNY-23JAN04-B58.5,HIGHNY-23JAN04,58-60F,58.0,58.0,60.0,between,between,0.0,0,66.02,no,0,0,0.0,0.01
2023-01-04,HIGHNY-23JAN04-B60.5,HIGHNY-23JAN04,60-62F,60.0,60.0,62.0,between,between,0.01,0,66.02,no,0,1409,0.0,0.01
2023-01-04,HIGHNY-23JAN04-B62.5,HIGHNY-23JAN04,62-64F,62.0,62.0,64.0,between,between,0.01,0,66.02,no,0,2539,0.0,0.01
2023-01-04,HIGHNY-23JAN04-T63,HIGHNY-23JAN04,Above 63F,63.0,63.0,,above,greater,0.99,1,66.02,yes,100,1777,0.99,1.0
2023-01-05,HIGHNY-23JAN05-T52,HIGHNY-23JAN05,Below 52F,52.0,,52.0,below,less,0.99,1,50.0,yes,100,8333,0.99,1.0
2023-01-05,HIGHNY-23JAN05-B52.5,HIGHNY-23JAN05,52-54F,52.0,52.0,54.0,between,between,0.01,0,50.0,no,0,10814,0.0,0.01
2023-01-05,HIGHNY-23JAN05-B54.5,HIGHNY-23JAN05,54-56F,54.0,54.0,56.0,between,between,0.05,0,50.0,no,0,5354,0.0,0.05
2023-01-05,HIGHNY-23JAN05-B56.5,HIGHNY-23JAN05,56-58F,56.0,56.0,58.0,between,between,0.02,0,50.0,no,0,3426,0.0,0.04
2023-01-05,HIGHNY-23JAN05-B58.5,HIGHNY-23JAN05,58-60F,58.0,58.0,60.0,between,between,0.04,0,50.0,no,0,4223,0.0,0.04
2023-01-05,HIGHNY-23JAN05-T59,HIGHNY-23JAN05,Above 59F,59.0,59.0,,above,greater,0.01,0,50.0,no,0,6563,0.0,0.01
2023-01-06,HIGHNY-23JAN06-T43,HIGHNY-23JAN06,Below 43F,43.0,,43.0,below,less,0.01,0,48.92,no,0,140,0.0,0.01
2023-01-06,HIGHNY-23JAN06-B43.5,HIGHNY-23JAN06,43-45F,43.0,43.0,45.0,between,between,0.01,0,48.92,no,0,936,0.0,0.01
2023-01-06,HIGHNY-23JAN06-B45.5,HIGHNY-23JAN06,45-47F,45.0,45.0,47.0,between,between,0.01,0,48.92,no,0,3281,0.0,0.01
2023-01-06,HIGHNY-23JAN06-B47.5,HIGHNY-23JAN06,47-49F,47.0,47.0,49.0,between,between,0.01,0,48.92,no,0,12378,0.0,0.01
2023-01-06,HIGHNY-23JAN06-B49.5,HIGHNY-23JAN06,49-51F,49.0,49.0,51.0,between,between,0.98,1,48.92,yes,100,9244,0.99,1.0
2023-01-06,HIGHNY-23JAN06-T50,HIGHNY-23JAN06,Above 50F,50.0,50.0,,above,greater,0.02,0,48.92,no,0,1741,0.0,0.01
2023-01-07,HIGHNY-23JAN07-T40,HIGHNY-23JAN07,Below 40F,40.0,,40.0,below,less,0.0,0,44.96,no,0,0,0.0,0.01
2023-01-07,HIGHNY-23JAN07-B40.5,HIGHNY-23JAN07,40-42F,40.0,40.0,42.0,between,between,0.01,0,44.96,no,0,1542,0.0,0.01
2023-01-07,HIGHNY-23JAN07-B42.5,HIGHNY-23JAN07,42-44F,42.0,42.0,44.0,between,between,0.01,0,44.96,no,0,3441,0.0,0.01
2023-01-07,HIGHNY-23JAN07-B44.5,HIGHNY-23JAN07,44-46F,44.0,44.0,46.0,between,between,0.98,1,44.96,yes,100,1809,0.92,1.0
2023-01-07,HIGHNY-23JAN07-B46.5,HIGHNY-23JAN07,46-48F,46.0,46.0,48.0,between,between,0.01,0,44.96,no,0,2296,0.0,0.01
2023-01-07,HIGHNY-23JAN07-T47,HIGHNY-23JAN07,Above 47F,47.0,47.0,,above,greater,0.01,0,44.96,no,0,1722,0.0,0.03
2023-01-08,HIGHNY-23JAN08-T36,HIGHNY-23JAN08,Below 36F,36.0,,36.0,below,less,0.0,0,41.0,no,0,0,0.0,0.01
2023-01-08,HIGHNY-23JAN08-B36.5,HIGHNY-23JAN08,36-38F,36.0,36.0,38.0,between,between,0.0,0,41.0,no,0,0,0.0,0.01
2023-01-08,HIGHNY-23JAN08-B38.5,HIGHNY-23JAN08,38-40F,38.0,38.0,40.0,between,between,0.01,0,41.0,no,0,1504,0.0,0.01
2023-01-08,HIGHNY-23JAN08-B40.5,HIGHNY-23JAN08,40-42F,40.0,40.0,42.0,between,between,0.99,1,41.0,yes,100,1490,0.99,1.0
2023-01-08,HIGHNY-23JAN08-B42.5,HIGHNY-23JAN08,42-44F,42.0,42.0,44.0,between,between,0.01,0,41.0,no,0,3470,0.0,0.01
2023-01-08,HIGHNY-23JAN08-T43,HIGHNY-23JAN08,Above 43F,43.0,43.0,,above,greater,0.01,0,41.0,no,0,1940,0.0,0.04
2023-01-09,HIGHNY-23JAN09-T40,HIGHNY-23JAN09,Below 40F,40.0,,40.0,below,less,0.0,0,44.06,no,0,0,0.0,0.01
2023-01-09,HIGHNY-23JAN09-B40.5,HIGHNY-23JAN09,40-42F,40.0,40.0,42.0,between,between,0.01,0,44.06,no,0,100,0.0,0.01
2023-01-09,HIGHNY-23JAN09-B42.5,HIGHNY-23JAN09,42-44F,42.0,42.0,44.0,between,between,0.01,0,44.06,no,0,4102,0.0,0.01
2023-01-09,HIGHNY-23JAN09-B44.5,HIGHNY-23JAN09,44-46F,44.0,44.0,46.0,between,between,0.97,1,44.06,yes,100,2457,0.98,1.0
2023-01-09,HIGHNY-23JAN09-B46.5,HIGHNY-23JAN09,46-48F,46.0,46.0,48.0,between,between,0.02,0,44.06,no,0,2513,0.0,0.02
2023-01-09,HIGHNY-23JAN09-T47,HIGHNY-23JAN09,Above 47F,47.0,47.0,,above,greater,0.01,0,44.06,no,0,3696,0.0,0.01
2023-01-10,HIGHNY-23JAN10-T40,HIGHNY-23JAN10,Below 40F,40.0,,40.0,below,less,0.01,0,41.0,no,0,128,0.0,0.01
2023-01-10,HIGHNY-23JAN10-B40.5,HIGHNY-23JAN10,40-42F,40.0,40.0,42.0,between,between,0.97,1,41.0,yes,100,11794,0.94,0.99
2023-01-10,HIGHNY-23JAN10-B42.5,HIGHNY-23JAN10,42-44F,42.0,42.0,44.0,between,between,0.02,0,41.0,no,0,3083,0.01,0.06
2023-01-10,HIGHNY-23JAN10-B44.5,HIGHNY-23JAN10,44-46F,44.0,44.0,46.0,between,between,0.05,0,41.0,no,0,4123,0.0,0.01
2023-01-10,HIGHNY-23JAN10-B46.5,HIGHNY-23JAN10,46-48F,46.0,46.0,48.0,between,between,0.01,0,41.0,no,0,2163,0.0,0.01
2023-01-10,HIGHNY-23JAN10-T47,HIGHNY-23JAN10,Above 47F,47.0,47.0,,above,greater,0.01,0,41.0,no,0,1363,0.0,0.01
2023-01-11,HIGHNY-23JAN11-T37,HIGHNY-23JAN11,Below 37F,37.0,,37.0,below,less,0.01,0,39.02,no,0,360,0.0,0.01
2023-01-11,HIGHNY-23JAN11-B37.5,HIGHNY-23JAN11,37-39F,37.0,37.0,39.0,between,between,0.01,0,39.02,no,0,833,0.0,0.01
2023-01-11,HIGHNY-23JAN11-B39.5,HIGHNY-23JAN11,39-41F,39.0,39.0,41.0,between,between,0.99,1,39.02,yes,100,3287,0.95,1.0
2023-01-11,HIGHNY-23JAN11-B41.5,HIGHNY-23JAN11,41-43F,41.0,41.0,43.0,between,between,0.01,0,39.02,no,0,2895,0.0,0.13
2023-01-11,HIGHNY-23JAN11-B43.5,HIGHNY-23JAN11,43-45F,43.0,43.0,45.0,between,between,0.01,0,39.02,no,0,1045,0.0,0.02
2023-01-11,HIGHNY-23JAN11-T44,HIGHNY-23JAN11,Above 44F,44.0,44.0,,above,greater,0.01,0,39.02,no,0,1,0.0,0.01
2023-01-12,HIGHNY-23JAN12-T48,HIGHNY-23JAN12,Below 48F,48.0,,48.0,below,less,0.03,0,55.04,no,0,159,0.0,0.01
2023-01-12,HIGHNY-23JAN12-B48.5,HIGHNY-23JAN12,48-50F,48.0,48.0,50.0,between,between,0.01,0,55.04,no,0,1082,0.0,0.01
2023-01-12,HIGHNY-23JAN12-B50.5,HIGHNY-23JAN12,50-52F,50.0,50.0,52.0,between,between,0.01,0,55.04,no,0,3350,0.0,0.01
2023-01-12,HIGHNY-23JAN12-B52.5,HIGHNY-23JAN12,52-54F,52.0,52.0,54.0,between,between,0.01,0,55.04,no,0,6296,0.0,0.01
2023-01-12,HIGHNY-23JAN12-B54.5,HIGHNY-23JAN12,54-56F,54.0,54.0,56.0,between,between,0.69,1,55.04,yes,100,3274,0.61,0.77
2023-01-12,HIGHNY-23JAN12-T55,HIGHNY-23JAN12,Above 55F,55.0,55.0,,above,greater,0.28,0,55.04,no,0,3965,0.25,0.38
2023-01-13,HIGHNY-23JAN13-T52,HIGHNY-23JAN13,Below 52F,52.0,,52.0,below,less,0.0,0,57.02,no,0,0,0.0,0.01
2023-01-13,HIGHNY-23JAN13-B52.5,HIGHNY-23JAN13,52-54F,52.0,52.0,54.0,between,between,0.01,0,57.02,no,0,2032,0.0,0.01
2023-01-13,HIGHNY-23JAN13-B54.5,HIGHNY-23JAN13,54-56F,54.0,54.0,56.0,between,between,0.01,0,57.02,no,0,3867,0.0,0.01
2023-01-13,HIGHNY-23JAN13-B56.5,HIGHNY-23JAN13,56-58F,56.0,56.0,58.0,between,between,0.99,1,57.02,yes,100,2535,0.99,1.0
2023-01-13,HIGHNY-23JAN13-B58.5,HIGHNY-23JAN13,58-60F,58.0,58.0,60.0,between,between,0.01,0,57.02,no,0,1298,0.0,0.01
2023-01-13,HIGHNY-23JAN13-T59,HIGHNY-23JAN13,Above 59F,59.0,59.0,,above,greater,0.01,0,57.02,no,0,558,0.0,0.01
2023-01-14,HIGHNY-23JAN14-T35,HIGHNY-23JAN14,Below 35F,35.0,,35.0,below,less,0.01,0,37.94,no,0,856,0.0,0.01
2023-01-14,HIGHNY-23JAN14-B35.5,HIGHNY-23JAN14,35-37F,35.0,35.0,37.0,between,between,0.01,0,37.94,no,0,2253,0.0,0.01
2023-01-14,HIGHNY-23JAN14-B37.5,HIGHNY-23JAN14,37-39F,37.0,37.0,39.0,between,between,0.97,1,37.94,yes,100,3268,0.99,1.0
2023-01-14,HIGHNY-23JAN14-B39.5,HIGHNY-23JAN14,39-41F,39.0,39.0,41.0,between,between,0.04,0,37.94,no,0,3440,0.0,0.01
2023-01-14,HIGHNY-23JAN14-B41.5,HIGHNY-23JAN14,41-43F,41.0,41.0,43.0,between,between,0.01,0,37.94,no,0,2137,0.0,0.01
2023-01-14,HIGHNY-23JAN14-T42,HIGHNY-23JAN14,Above 42F,42.0,42.0,,above,greater,0.01,0,37.94,no,0,1378,0.0,0.01
2023-01-15,HIGHNY-23JAN15-T37,HIGHNY-23JAN15,Below 37F,37.0,,37.0,below,less,0.01,0,41.0,no,0,37,0.0,0.01
2023-01-15,HIGHNY-23JAN15-B37.5,HIGHNY-23JAN15,37-39F,37.0,37.0,39.0,between,between,0.01,0,41.0,no,0,1366,0.0,0.01
2023-01-15,HIGHNY-23JAN15-B39.5,HIGHNY-23JAN15,39-41F,39.0,39.0,41.0,between,between,0.06,0,41.0,no,0,811,0.0,0.01
2023-01-15,HIGHNY-23JAN15-B41.5,HIGHNY-23JAN15,41-43F,41.0,41.0,43.0,between,between,0.99,1,41.0,yes,100,2695,0.99,1.0
2023-01-15,HIGHNY-23JAN15-B43.5,HIGHNY-23JAN15,43-45F,43.0,43.0,45.0,between,between,0.03,0,41.0,no,0,1144,0.0,0.01
2023-01-15,HIGHNY-23JAN15-T44,HIGHNY-23JAN15,Above 44F,44.0,44.0,,above,greater,0.01,0,41.0,no,0,250,0.0,0.01
2023-01-16,HIGHNY-23JAN16-T41,HIGHNY-23JAN16,Below 41F,41.0,,41.0,below,less,0.0,0,48.02,no,0,0,0.0,0.01
2023-01-16,HIGHNY-23JAN16-B41.5,HIGHNY-23JAN16,41-43F,41.0,41.0,43.0,between,between,0.01,0,48.02,no,0,271,0.0,0.01
2023-01-16,HIGHNY-23JAN16-B43.5,HIGHNY-23JAN16,43-45F,43.0,43.0,45.0,between,between,0.06,0,48.02,no,0,608,0.0,0.01
2023-01-16,HIGHNY-23JAN16-B45.5,HIGHNY-23JAN16,45-47F,45.0,45.0,47.0,between,between,0.01,0,48.02,no,0,489,0.0,0.01
2023-01-16,HIGHNY-23JAN16-B47.5,HIGHNY-23JAN16,47-49F,47.0,47.0,49.0,between,between,0.99,1,48.02,yes,100,170,0.95,1.0
2023-01-16,HIGHNY-23JAN16-T48,HIGHNY-23JAN16,Above 48F,48.0,48.0,,above,greater,0.01,0,48.02,no,0,692,0.0,0.05
2023-01-17,HIGHNY-23JAN17-T39,HIGHNY-23JAN17,Below 39F,39.0,,39.0,below,less,0.01,0,46.94,no,0,50,0.0,0.01
2023-01-17,HIGHNY-23JAN17-B39.5,HIGHNY-23JAN17,39-41F,39.0,39.0,41.0,between,between,0.01,0,46.94,no,0,50,0.0,0.01
2023-01-17,HIGHNY-23JAN17-B41.5,HIGHNY-23JAN17,41-43F,41.0,41.0,43.0,between,between,0.02,0,46.94,no,0,50,0.0,0.01
2023-01-17,HIGHNY-23JAN17-B43.5,HIGHNY-23JAN17,43-45F,43.0,43.0,45.0,between,between,0.01,0,46.94,no,0,570,0.0,0.01
2023-01-17,HIGHNY-23JAN17-B45.5,HIGHNY-23JAN17,45-47F,45.0,45.0,47.0,between,between,0.02,0,46.94,no,0,371,0.0,0.01
2023-01-17,HIGHNY-23JAN17-T46,HIGHNY-23JAN17,Above 46F,46.0,46.0,,above,greater,0.99,1,46.94,yes,100,1437,0.99,1.0
2023-01-18,HIGHNY-23JAN18-T46,HIGHNY-23JAN18,Below 46F,46.0,,46.0,below,less,0.02,0,53.06,no,0,4,0.0,0.01
2023-01-18,HIGHNY-23JAN18-B46.5,HIGHNY-23JAN18,46-48F,46.0,46.0,48.0,between,between,0.02,0,53.06,no,0,443,0.0,0.01
2023-01-18,HIGHNY-23JAN18-B48.5,HIGHNY-23JAN18,48-50F,48.0,48.0,50.0,between,between,0.01,0,53.06,no,0,738,0.0,0.01
2023-01-18,HIGHNY-23JAN18-B50.5,HIGHNY-23JAN18,50-52F,50.0,50.0,52.0,between,between,0.01,0,53.06,no,0,1464,0.0,0.01
2023-01-18,HIGHNY-23JAN18-B52.5,HIGHNY-23JAN18,52-54F,52.0,52.0,54.0,between,between,0.99,1,53.06,yes,100,1695,0.99,1.0
2023-01-18,HIGHNY-23JAN18-T53,HIGHNY-23JAN18,Above 53F,53.0,53.0,,above,greater,0.01,0,53.06,no,0,1492,0.0,0.01
2023-01-19,HIGHNY-23JAN19-T40,HIGHNY-23JAN19,Below 40F,40.0,,40.0,below,less,0.02,0,44.06,no,0,797,0.0,0.01
2023-01-19,HIGHNY-23JAN19-B40.5,HIGHNY-23JAN19,40-42F,40.0,40.0,42.0,between,between,0.01,0,44.06,no,0,1356,0.0,0.01
2023-01-19,HIGHNY-23JAN19-B42.5,HIGHNY-23JAN19,42-44F,42.0,42.0,44.0,between,between,0.01,0,44.06,no,0,1956,0.0,0.01
2023-01-19,HIGHNY-23JAN19-B44.5,HIGHNY-23JAN19,44-46F,44.0,44.0,46.0,between,between,0.99,1,44.06,yes,100,2384,0.94,1.0
2023-01-19,HIGHNY-23JAN19-B46.5,HIGHNY-23JAN19,46-48F,46.0,46.0,48.0,between,between,0.01,0,44.06,no,0,3005,0.0,0.06
2023-01-19,HIGHNY-23JAN19-T47,HIGHNY-23JAN19,Above 47F,47.0,47.0,,above,greater,0.01,0,44.06,no,0,2874,0.0,0.01
2023-01-20,HIGHNY-23JAN20-T44,HIGHNY-23JAN20,Below 44F,44.0,,44.0,below,less,0.01,0,48.92,no,0,1130,0.0,0.01
2023-01-20,HIGHNY-23JAN20-B44.5,HIGHNY-23JAN20,44-46F,44.0,44.0,46.0,between,between,0.01,0,48.92,no,0,1582,0.0,0.01
2023-01-20,HIGHNY-23JAN20-B46.5,HIGHNY-23JAN20,46-48F,46.0,46.0,48.0,between,between,0.04,0,48.92,no,0,2907,0.0,0.01
2023-01-20,HIGHNY-23JAN20-B48.5,HIGHNY-23JAN20,48-50F,48.0,48.0,50.0,between,between,0.99,1,48.92,yes,100,2002,0.95,1.0
2023-01-20,HIGHNY-23JAN20-B50.5,HIGHNY-23JAN20,50-52F,50.0,50.0,52.0,between,between,0.01,0,48.92,no,0,5427,0.0,0.02
2023-01-20,HIGHNY-23JAN20-T51,HIGHNY-23JAN20,Above 51F,51.0,51.0,,above,greater,0.07,0,48.92,no,0,3099,0.0,0.01
2023-01-21,HIGHNY-23JAN21-T38,HIGHNY-23JAN21,Below 38F,38.0,,38.0,below,less,0.01,0,42.08,no,0,200,0.0,0.01
2023-01-21,HIGHNY-23JAN21-B38.5,HIGHNY-23JAN21,38-40F,38.0,38.0,40.0,between,between,0.01,0,42.08,no,0,663,0.0,0.01
2023-01-21,HIGHNY-23JAN21-B40.5,HIGHNY-23JAN21,40-42F,40.0,40.0,42.0,between,between,0.01,0,42.08,no,0,12749,0.0,0.01
2023-01-21,HIGHNY-23JAN21-B42.5,HIGHNY-23JAN21,42-44F,42.0,42.0,44.0,between,between,0.97,1,42.08,yes,100,1956,0.99,1.0
2023-01-21,HIGHNY-23JAN21-B44.5,HIGHNY-23JAN21,44-46F,44.0,44.0,46.0,between,between,0.01,0,42.08,no,0,1516,0.0,0.01
2023-01-21,HIGHNY-23JAN21-T45,HIGHNY-23JAN21,Above 45F,45.0,45.0,,above,greater,0.01,0,42.08,no,0,741,0.0,0.01
2023-01-22,HIGHNY-23JAN22-T39,HIGHNY-23JAN22,Below 39F,39.0,,39.0,below,less,0.0,0,42.08,no,0,0,0.0,0.01
2023-01-22,HIGHNY-23JAN22-B39.5,HIGHNY-23JAN22,39-41F,39.0,39.0,41.0,between,between,0.01,0,42.08,no,0,205,0.0,0.01
2023-01-22,HIGHNY-23JAN22-B41.5,HIGHNY-23JAN22,41-43F,41.0,41.0,43.0,between,between,0.99,1,42.08,yes,100,2330,0.7,1.0
2023-01-22,HIGHNY-23JAN22-B43.5,HIGHNY-23JAN22,43-45F,43.0,43.0,45.0,between,between,0.04,0,42.08,no,0,1289,0.0,0.05
2023-01-22,HIGHNY-23JAN22-B45.5,HIGHNY-23JAN22,45-47F,45.0,45.0,47.0,between,between,0.02,0,42.08,no,0,1608,0.0,0.01
2023-01-22,HIGHNY-23JAN22-T46,HIGHNY-23JAN22,Above 46F,46.0,46.0,,above,greater,0.01,0,42.08,no,0,856,0.0,0.01
2023-01-23,HIGHNY-23JAN23-T40,HIGHNY-23JAN23,Below 40F,40.0,,40.0,below,less,0.94,1,39.0,yes,100,1865,0.95,1.0
2023-01-23,HIGHNY-23JAN23-B40.5,HIGHNY-23JAN23,40-42F,40.0,40.0,42.0,between,between,0.01,0,39.0,no,0,1610,0.0,0.07
2023-01-23,HIGHNY-23JAN23-B42.5,HIGHNY-23JAN23,42-44F,42.0,42.0,44.0,between,between,0.07,0,39.0,no,0,936,0.0,0.08
2023-01-23,HIGHNY-23JAN23-B44.5,HIGHNY-23JAN23,44-46F,44.0,44.0,46.0,between,between,0.1,0,39.0,no,0,1185,0.0,0.1
2023-01-23,HIGHNY-23JAN23-B46.5,HIGHNY-23JAN23,46-48F,46.0,46.0,48.0,between,between,0.01,0,39.0,no,0,569,0.0,0.05
2023-01-23,HIGHNY-23JAN23-T47,HIGHNY-23JAN23,Above 47F,47.0,47.0,,above,greater,0.0,0,39.0,no,0,0,0.0,0.05
2023-01-24,HIGHNY-23JAN24-T38,HIGHNY-23JAN24,Below 38F,38.0,,38.0,below,less,0.01,0,46.04,no,0,1113,0.0,0.01
2023-01-24,HIGHNY-23JAN24-B38.5,HIGHNY-23JAN24,38-40F,38.0,38.0,40.0,between,between,0.01,0,46.04,no,0,658,0.0,0.01
2023-01-24,HIGHNY-23JAN24-B40.5,HIGHNY-23JAN24,40-42F,40.0,40.0,42.0,between,between,0.01,0,46.04,no,0,1554,0.0,0.01
2023-01-24,HIGHNY-23JAN24-B42.5,HIGHNY-23JAN24,42-44F,42.0,42.0,44.0,between,between,0.01,0,46.04,no,0,1519,0.0,0.01
2023-01-24,HIGHNY-23JAN24-B44.5,HIGHNY-23JAN24,44-46F,44.0,44.0,46.0,between,between,0.01,0,46.04,no,0,1813,0.0,0.01
2023-01-24,HIGHNY-23JAN24-T45,HIGHNY-23JAN24,Above 45F,45.0,45.0,,above,greater,0.99,1,46.04,yes,100,3886,0.99,1.0
2023-01-25,HIGHNY-23JAN25-T45,HIGHNY-23JAN25,Below 45F,45.0,,45.0,below,less,0.01,0,53.96,no,0,4371,0.0,0.01
2023-01-25,HIGHNY-23JAN25-B45.5,HIGHNY-23JAN25,45-47F,45.0,45.0,47.0,between,between,0.04,0,53.96,no,0,1299,0.0,0.01
2023-01-25,HIGHNY-23JAN25-B47.5,HIGHNY-23JAN25,47-49F,47.0,47.0,49.0,between,between,0.01,0,53.96,no,0,2684,0.0,0.01
2023-01-25,HIGHNY-23JAN25-B49.5,HIGHNY-23JAN25,49-51F,49.0,49.0,51.0,between,between,0.01,0,53.96,no,0,2124,0.0,0.01
2023-01-25,HIGHNY-23JAN25-B51.5,HIGHNY-23JAN25,51-53F,51.0,51.0,53.0,between,between,0.01,0,53.96,no,0,2119,0.0,0.01
2023-01-25,HIGHNY-23JAN25-T52,HIGHNY-23JAN25,Above 52F,52.0,52.0,,above,greater,0.85,1,53.96,yes,100,3785,0.99,1.0
2023-01-26,HIGHNY-23JAN26-T49,HIGHNY-23JAN26,Below 49F,49.0,,49.0,below,less,0.02,0,57.02,no,0,8054,0.0,0.01
2023-01-26,HIGHNY-23JAN26-B49.5,HIGHNY-23JAN26,49-51F,49.0,49.0,51.0,between,between,0.01,0,57.02,no,0,2787,0.0,0.01
2023-01-26,HIGHNY-23JAN26-B51.5,HIGHNY-23JAN26,51-53F,51.0,51.0,53.0,between,between,0.01,0,57.02,no,0,3153,0.0,0.01
2023-01-26,HIGHNY-23JAN26-B53.5,HIGHNY-23JAN26,53-55F,53.0,53.0,55.0,between,between,0.01,0,57.02,no,0,3121,0.0,0.01
2023-01-26,HIGHNY-23JAN26-B55.5,HIGHNY-23JAN26,55-57F,55.0,55.0,57.0,between,between,0.08,0,57.02,no,0,4395,0.0,0.01
2023-01-26,HIGHNY-23JAN26-T56,HIGHNY-23JAN26,Above 56F,56.0,56.0,,above,greater,0.99,1,57.02,yes,100,6599,0.99,1.0
2023-01-27,HIGHNY-23JAN27-T38,HIGHNY-23JAN27,Below 38F,38.0,,38.0,below,less,0.01,0,44.06,no,0,10,0.0,0.01
2023-01-27,HIGHNY-23JAN27-B38.5,HIGHNY-23JAN27,38-40F,38.0,38.0,40.0,between,between,0.01,0,44.06,no,0,488,0.0,0.01
2023-01-27,HIGHNY-23JAN27-B40.5,HIGHNY-23JAN27,40-42F,40.0,40.0,42.0,between,between,0.01,0,44.06,no,0,2822,0.0,0.01
2023-01-27,HIGHNY-23JAN27-B42.5,HIGHNY-23JAN27,42-44F,42.0,42.0,44.0,between,between,0.05,0,44.06,no,0,7399,0.0,0.01
2023-01-27,HIGHNY-23JAN27-B44.5,HIGHNY-23JAN27,44-46F,44.0,44.0,46.0,between,between,0.99,1,44.06,yes,100,7492,0.99,1.0
2023-01-27,HIGHNY-23JAN27-T45,HIGHNY-23JAN27,Above 45F,45.0,45.0,,above,greater,0.01,0,44.06,no,0,794,0.0,0.01
2023-01-28,HIGHNY-23JAN28-T43,HIGHNY-23JAN28,Below 43F,43.0,,43.0,below,less,0.01,0,51.98,no,0,457,0.0,0.01
2023-01-28,HIGHNY-23JAN28-B43.5,HIGHNY-23JAN28,43-45F,43.0,43.0,45.0,between,between,0.01,0,51.98,no,0,875,0.0,0.01
2023-01-28,HIGHNY-23JAN28-B45.5,HIGHNY-23JAN28,45-47F,45.0,45.0,47.0,between,between,0.03,0,51.98,no,0,330,0.0,0.01
2023-01-28,HIGHNY-23JAN28-B47.5,HIGHNY-23JAN28,47-49F,47.0,47.0,49.0,between,between,0.01,0,51.98,no,0,1075,0.0,0.01
2023-01-28,HIGHNY-23JAN28-B49.5,HIGHNY-23JAN28,49-51F,49.0,49.0,51.0,between,between,0.03,0,51.98,no,0,1582,0.0,0.01
2023-01-28,HIGHNY-23JAN28-T50,HIGHNY-23JAN28,Above 50F,50.0,50.0,,above,greater,0.99,1,51.98,yes,100,2137,0.99,1.0
